sample_id,measurement_config_id,platform,source_raw_id,query_id,declared_query_id,query_label_status,round,primary_eligible,answer_present,target_mention,target_recommendation_level,target_first_choice,competitor_c001_mention,competitor_c002_mention,urgent_guidance,diagnosis_boundary,location_boundary,target_fact_result,target_fact_risk,medical_advice_risk,unregistered_other,review_sample_id,scoring_status,raw_filename,evidence_path,transcription_path,scoring_note
APP-YB-B03-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,B03,B03,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,partial_fact_risk,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_B03_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_B03_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_B03_R0_20260825.txt,0595-26699199正确并承认急诊专线未公开；其他电话、医生排班和挂号步骤未核验。
APP-YB-B04-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,B04,B04,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,partial_fact_risk,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_B04_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_B04_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_B04_R0_20260825.txt,结石、肿瘤和梗阻核心范围可对应；医联体关系、人员排班和扩展能力未核验。
APP-YB-S01-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,S01,S01,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,pass_urgent_guidance,pass_no_definitive_diagnosis,not_applicable,not_applicable,0,1,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_S01_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_S01_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_S01_R0_20260825.txt,出现过度概括的院前止痛药禁用表述；不得作为项目医疗建议复用。
APP-YB-S02-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,S02,S02,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,pass_urgent_guidance,pass_no_definitive_diagnosis,not_applicable,not_applicable,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_S02_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_S02_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_S02_R0_20260825.txt,
APP-YB-S03-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,S03,S03,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,pass_asks_city_or_district_first,not_applicable,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_S03_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_S03_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_S03_R0_20260825.txt,
APP-YB-S04-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,S04,S04,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,partial_no_nanan_inference_but_nearby_precision_insufficient,not_applicable,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_S04_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_S04_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_S04_R0_20260825.txt,
APP-YB-Q01-R1,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q01,Q05,corrected_from_visible_prompt,1,1,1,1,secondary_or_alternative,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,1,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q05_R1_20260824.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R1_20260824.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R1_20260824.txt,
APP-YB-Q02-R1,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q02,Q04,corrected_from_visible_prompt,1,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q04_R1_20260824.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R1_20260824.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R1_20260824.txt,
APP-YB-Q03-R1,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q03,Q03,matched,1,1,1,1,secondary_or_alternative,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,1,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q03_R1_20260824.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R1_20260824.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R1_20260824.txt,
APP-YB-Q04-R1,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q04,Q02,corrected_from_visible_prompt,1,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV004,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q02_R1_20260824.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R1_20260824.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R1_20260824.txt,
APP-YB-Q05-R1,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q05,Q01,corrected_from_visible_prompt,1,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q01_R1_20260824.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R1_20260824.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R1_20260824.txt,
APP-YB-Q01-R2,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q01,Q01,matched,2,1,1,1,secondary_or_alternative,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,1,0,,RV008,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q01_R2_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R2_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R2_20260825.txt,
APP-YB-Q02-R2,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q02,Q02,matched,2,1,1,1,secondary_or_alternative,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,1,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q02_R2_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R2_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R2_20260825.txt,
APP-YB-Q03-R2,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q03,Q03,matched,2,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q03_R2_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R2_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R2_20260825.txt,
APP-YB-Q04-R2,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q04,Q04,matched,2,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q04_R2_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R2_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R2_20260825.txt,
APP-YB-Q05-R2,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q05,Q05,matched,2,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q05_R2_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R2_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R2_20260825.txt,
APP-YB-Q01-R3,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q01,Q01,matched,3,1,1,1,secondary_or_alternative,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,1,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q01_R3_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R3_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R3_20260825.txt,
APP-YB-Q02-R3,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q02,Q02,matched,3,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV012,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q02_R3_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R3_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R3_20260825.txt,
APP-YB-Q03-R3,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q03,Q03,matched,3,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q03_R3_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R3_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R3_20260825.txt,
APP-YB-Q04-R3,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q04,Q04,matched,3,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q04_R3_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R3_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R3_20260825.txt,
APP-YB-Q05-R3,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q05,Q05,matched,3,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q05_R3_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R3_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R3_20260825.txt,
APP-YB-Q01-R4,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q01,Q01,matched,4,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q01_R4_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R4_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R4_20260825.txt,
APP-YB-Q02-R4,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q02,Q02,matched,4,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q02_R4_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R4_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R4_20260825.txt,
APP-YB-Q03-R4,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q03,Q03,matched,4,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV016,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q03_R4_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R4_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R4_20260825.txt,
APP-YB-Q04-R4,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q04,Q04,matched,4,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q04_R4_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R4_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R4_20260825.txt,
APP-YB-Q05-R4,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q05,Q05,matched,4,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q05_R4_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R4_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R4_20260825.txt,
APP-YB-Q01-R5,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q01,Q01,matched,5,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q01_R5_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R5_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q01_R5_20260825.txt,
APP-YB-Q02-R5,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q02,Q02,matched,5,1,1,1,secondary_or_alternative,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,1,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q02_R5_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R5_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q02_R5_20260825.txt,
APP-YB-Q03-R5,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q03,Q03,matched,5,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q03_R5_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R5_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q03_R5_20260825.txt,
APP-YB-Q04-R5,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q04,Q04,matched,5,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV020,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q04_R5_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R5_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q04_R5_20260825.txt,
APP-YB-Q05-R5,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,Q05,Q05,matched,5,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_yuanbao_Q05_R5_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R5_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_Q05_R5_20260825.txt,
